Time;RPS
0;0.11042346004630577
1;0.10334865384362295
2;0.11342492439798904
3;0.10507665638292864
4;0.11545291723539566
5;0.115023111617833
6;0.10988854899981867
7;0.12688718823868778
8;0.11182831553013566
9;0.1214647270814263
10;0.10008992504534084
11;0.1281300433146221
12;0.13593429712899655
13;0.12567538629751046
14;0.1493649844099937
15;0.13402586991642532
16;0.1347604533886506
17;0.1510840624523976
18;0.1375829546364386
19;0.15172640880470806
20;0.1414388275121238
21;0.13801127838409413
22;0.14839278252085736
23;0.1577896651492345
24;0.15912110999138793
25;0.16948917874623187
26;0.1440793700287463
27;0.17791050221143656
28;0.16673664246914546
29;0.14439421548463569
30;0.16802433714797693
31;0.1630052038931459
32;0.1644814583074457
33;0.1500425358549341
34;0.17535064142216447
35;0.15910778388796265
36;0.1692154520448221
37;0.15657237754019865
38;0.17355674752701647
39;0.1899634343262033
40;0.18738765820456488
41;0.17518044467794106
42;0.18571272639950956
43;0.18797845435933536
44;0.19830692703446423
45;0.20459964931799543
46;0.1871015738619652
47;0.19977093419150627
48;0.20501034434266427
49;0.21639972666386517
50;0.19697107832815564
51;0.18297016177107375
52;0.20778521433100328
53;0.19919699808159025
54;0.21533376116254244
55;0.2237524027950835
56;0.20708804547897905
57;0.21161397621331804
58;0.2213983312361442
59;0.21521413079126622
60;0.2325789761458545
61;0.2192628917285832
62;0.22565297112493587
63;0.22507984766810665
64;0.25120507963136307
65;0.22874811091579583
66;0.23297783791633633
67;0.22972368302891888
68;0.2386305346292147
69;0.24574724266885672
70;0.26178616138883165
71;0.2582183443922458
72;0.23716042294679934
73;0.2599130070419234
74;0.2507575184586545
75;0.2519210726993134
76;0.2373461010190642
77;0.25982849337918035
78;0.2511266091477632
79;0.2473335624021204
80;0.27570556177145267
81;0.25874551553780295
82;0.25859414604872316
83;0.2646356160305049
84;0.27613923097052867
85;0.2887936778658968
86;0.2793848699922137
87;0.2797090815586855
88;0.28315034600243644
89;0.26001653734692437
90;0.26949038310592066
91;0.27819618709727006
92;0.29994263511122954
93;0.3080570377573768
94;0.2741956119857817
95;0.2769023642741266
96;0.3169463238751661
97;0.2951743308878048
98;0.2966070505540266
99;0.29598567751610516
100;0.2987007706003863
101;0.2938377622048672
102;0.30432990705025237
103;0.32622105716269334
104;0.32238086530775517
105;0.30590443718511345
106;0.3096193939995705
107;0.3292587962652502
108;0.3143045834667008
109;0.3226452734711613
110;0.3117950167256433
111;0.32261948271312973
112;0.3319739635721309
113;0.32901351172708027
114;0.3304579423983436
115;0.3253135101514308
116;0.33507606221299324
117;0.3282484253856715
118;0.3348693654015492
119;0.3239414531371246
120;0.3199133869831582
121;0.3261885090924166
122;0.34425183377237234
123;0.35467141973526367
124;0.3528958845583018
125;0.36604000932032277
126;0.34580689922851593
127;0.33080312807693385
128;0.3495098489323487
129;0.3386852761983477
130;0.34124655663743925
131;0.3521203335867765
132;0.3547313942039356
133;0.3511394637684771
134;0.35802957976923844
135;0.3619227984793698
136;0.3717509403038824
137;0.37101188666474405
138;0.3701564231109559
139;0.3425864811823908
140;0.3778630616634707
141;0.37324165485899446
142;0.36945197812009223
143;0.36122161593697955
144;0.36231837099953296
145;0.38340579592208485
146;0.37407109355486207
147;0.36846672092211946
148;0.3797082769634561
149;0.3818185568775404
150;0.38189801235487214
151;0.38892239093822956
152;0.3928658992270699
153;0.4012576216770183
154;0.385854937814974
155;0.3807260517987436
156;0.3969614673916919
157;0.3867209396265158
158;0.38570422267692483
159;0.39494787733665737
160;0.40455531413776347
161;0.40250454172204825
162;0.3886500600346877
163;0.39905921564656965
164;0.4091960048466093
165;0.40225009098058107
166;0.4101513351892028
167;0.42032892037715425
168;0.392988890853893
169;0.39966988914741697
170;0.405332072180456
171;0.40745718382114876
172;0.4223920234569984
173;0.4097465729468007
174;0.41529214958825394
175;0.404827729887281
176;0.4246144125215268
177;0.4056913345519898
178;0.41180666811892036
179;0.41365372718155463
180;0.43332847741964375
181;0.4255364516745458
182;0.42941939292082576
183;0.41987116696184235
184;0.4358477750105099
185;0.4386953327541101
186;0.41747307179635973
187;0.43856817638257395
188;0.4437872568908936
189;0.4355672622253955
190;0.43259473963222284
191;0.45618485894075295
192;0.44965949765995755
193;0.4453332296518275
194;0.4422412832361567
195;0.42873759095719444
196;0.4341294361125965
197;0.4366177078141286
198;0.4367660152216551
199;0.44984929386893113
200;0.4604292336067974
201;0.45444831697197174
202;0.44788051146039776
203;0.44721503714580285
204;0.4469350590641903
205;0.45250165656286645
206;0.44086269013984375
207;0.4529716807990198
208;0.4618616709022574
209;0.4596181421215259
210;0.4483963980433125
211;0.4600136258719223
212;0.4667373941002317
213;0.46260217688339605
214;0.4647821708329605
215;0.4605027608148169
216;0.4731136115750622
217;0.47035879468269
218;0.45608145863066707
219;0.47101598372387726
220;0.47930333082870846
221;0.4597315151215358
222;0.4742309528345463
223;0.45318588456903314
224;0.4811161317665619
225;0.46673096161878025
226;0.462865860376608
227;0.46852490076584913
228;0.46150973429362735
229;0.47243966930503795
230;0.4716827712294426
231;0.4896863657576871
232;0.4918334089198506
233;0.4699959259042806
234;0.4736467574856822
235;0.47854216722597914
236;0.49137223746395314
237;0.4711994574232659
238;0.4685835951795656
239;0.4878329534609418
240;0.4829717251155703
241;0.49036186273875004
242;0.4825095057163784
243;0.49071125957381606
244;0.49578879454053665
245;0.4728171880961738
246;0.477508599486791
247;0.4819843124556508
248;0.48731684081195126
249;0.47740562618553356
250;0.4858411891761751
251;0.4674872124001134
252;0.49467369864766325
253;0.4951243936033506
254;0.4947553020237642
255;0.4847345326828826
256;0.48059625197260863
257;0.4854614164054874
258;0.49012805532046433
259;0.4885511404539941
260;0.5026678449031757
261;0.5132887881028122
262;0.49804672575697595
263;0.4906445511246209
264;0.4849312671252509
265;0.49170134511638974
266;0.504353936129398
267;0.4850125269349546
268;0.5055050540651472
269;0.4962116322965613
270;0.4885231656447026
271;0.49713021025945214
272;0.5035080554222806
273;0.48573893536272317
274;0.5033084344824994
275;0.48846124351941694
276;0.4836092467741548
277;0.4942346083217519
278;0.497061794521954
279;0.4955511621206346
280;0.4816558882025165
281;0.4872160713563001
282;0.490879695280053
283;0.513475524424678
284;0.5064918631785453
285;0.5007576923680461
286;0.5002226869231681
287;0.5117536497465472
288;0.4901190010149928
289;0.5118502049908933
290;0.4919413650645226
291;0.4963321845965193
292;0.5119116054415247
293;0.49865031632483586
294;0.5121737014112597
295;0.490425031586564
296;0.4820367356497117
297;0.5131078205251612
298;0.5177210539840825
299;0.5057588704948627
300;0.48919031080992725
301;0.514251644151065
302;0.5102401757293566
303;0.5011784979776133
304;0.4800616856125316
305;0.4941314703539062
306;0.487735803173054
307;0.4941018501118773
308;0.5176893984342337
309;0.4935767858972028
310;0.5060866407401079
311;0.5031154329016277
312;0.499223422855636
313;0.49737114605644295
314;0.5075767504840835
315;0.493657099378498
316;0.48120005448233993
317;0.4976084223900585
318;0.4930792695021818
319;0.5084845950318259
320;0.49049640031228603
321;0.4886772836313623
322;0.5104727844674629
323;0.5038891996654623
324;0.485858505081211
325;0.508217665443315
326;0.49607573221193524
327;0.48048241745341536
328;0.49335845095623926
329;0.5211992878913728
330;0.4888227875600787
331;0.5071545954766334
332;0.489478853992946
333;0.5119634871530799
334;0.47964922982406455
335;0.49270167271577586
336;0.5011163316667813
337;0.48339009143204886
338;0.4966103425182694
339;0.5017269803537694
340;0.48206328775424434
341;0.4944535923985452
342;0.48268304955491353
343;0.48331448580471886
344;0.4774888572487618
345;0.4954507401015021
346;0.48911834862370146
347;0.5087151216223966
348;0.48081608510596163
349;0.48115585024383994
350;0.4876200364031514
351;0.4807197111557024
352;0.4773174801066021
353;0.4828228669059941
354;0.4926175249387072
355;0.4813973527709817
356;0.485778913131568
357;0.4752292386073585
358;0.4904273718859449
359;0.49021316125795134
360;0.4768356458163605
361;0.4781234768709747
362;0.4816605571315222
363;0.48794383260489477
364;0.48198613155763304
365;0.4654171584558794
366;0.4919523061560558
367;0.47957644629568974
368;0.46438619018048916
369;0.4810923486494175
370;0.46902375518057116
371;0.46086628729820106
372;0.46041214578122475
373;0.47422570690123433
374;0.4768088206351779
375;0.49349955842658627
376;0.46727342458199655
377;0.48132648604005873
378;0.46068301374501475
379;0.4769349336135732
380;0.45861345782090934
381;0.4663988274935939
382;0.45531943667993974
383;0.4521121052064959
384;0.4764581359223987
385;0.45612526750125865
386;0.4935204494161959
387;0.45175496409656873
388;0.46296904605272604
389;0.4602127140793247
390;0.4562172565165948
391;0.45758056289055493
392;0.4650975438156534
393;0.4612718890394429
394;0.457876921975551
395;0.446115145145485
396;0.4465459907330922
397;0.4375217906267371
398;0.4415387927273118
399;0.43631159715670675
400;0.44734544290621375
401;0.46603874284487534
402;0.45067532245204134
403;0.44038748767783725
404;0.44322755954097687
405;0.44053843072578214
406;0.4328712551081046
407;0.4488283825377187
408;0.445705233709712
409;0.4319153018843514
410;0.4278734426099546
411;0.42834515787802396
412;0.43061567827708663
413;0.4375674120968418
414;0.44068912409046745
415;0.4353151563508951
416;0.43761029436702586
417;0.43020508715862343
418;0.4277372945422178
419;0.4390369019768948
420;0.41090971968415485
421;0.41849652677669846
422;0.4181407628421269
423;0.42619866865081574
424;0.4118520744198056
425;0.4161015343973654
426;0.43287688927287793
427;0.4417115063534254
428;0.4012157861338231
429;0.41414767616411363
430;0.4035890965248611
431;0.4123214316639756
432;0.4011858034623045
433;0.4213268964593339
434;0.41660089344768836
435;0.4034824117926097
436;0.4109030817253635
437;0.4074477355345216
438;0.38756202591889505
439;0.39676961805348115
440;0.3888648104271073
441;0.39316238836932277
442;0.39521117097315406
443;0.4013239422707299
444;0.38677379535232437
445;0.4013050088482118
446;0.38194743092906497
447;0.39288312095161837
448;0.3841511336789083
449;0.37998945654207406
450;0.38721493169073035
451;0.3735600815227291
452;0.37064068236563164
453;0.37747712790086285
454;0.39287042569735875
455;0.37905574282374704
456;0.37585988994516445
457;0.38446423012064856
458;0.37792137907653267
459;0.37271296830675477
460;0.373286811099306
461;0.35780957729859253
462;0.3683180847787191
463;0.34455084461400365
464;0.38483167472343416
465;0.34795726248862446
466;0.35269131723432356
467;0.37029119702447333
468;0.3687169389385061
469;0.33658725612906176
470;0.35659595266018596
471;0.35081997996297776
472;0.34982654179329237
473;0.32487893130088275
474;0.33882791036810844
475;0.3578658535169056
476;0.3552231758939546
477;0.34786558120667843
478;0.32582014338642
479;0.336036198508832
480;0.33315351347602645
481;0.34174771954072763
482;0.3551369275010673
483;0.3258513512694423
484;0.31537529620358656
485;0.32241456362462506
486;0.31511128179798226
487;0.32152182123573325
488;0.31350239240044475
489;0.32883587927682806
490;0.29955876577911905
491;0.30967407570668465
492;0.3005432391159692
493;0.31749094628601887
494;0.3095990126336859
495;0.2951065426097988
496;0.32555458834990525
497;0.3206984749380851
498;0.3116527223628368
499;0.3066403915849915
500;0.3026201624164121
501;0.3092930137256329
502;0.29234651275324053
503;0.301702313768469
504;0.28211376139827155
505;0.2883142594517137
506;0.287210897345085
507;0.2755654362574137
508;0.27398716114293403
509;0.2834241177659281
510;0.27056898591880557
511;0.2801647158551459
512;0.27022938492189635
513;0.2746454302400106
514;0.27722202580965316
515;0.25934124408297254
516;0.28396414947410265
517;0.2816451148275724
518;0.2768731201101076
519;0.2681493449170676
520;0.27359573930791603
521;0.2583210170166828
522;0.25914472107919173
523;0.24629270724221594
524;0.26095238189573355
525;0.2567352977872325
526;0.2476306287736446
527;0.2297558412506729
528;0.25150315959715736
529;0.2301905273818598
530;0.2405633217808767
531;0.22560392532844134
532;0.23025150622484722
533;0.21869991795592178
534;0.2537335218962651
535;0.24457841033308964
536;0.2316877616627825
537;0.21822089152791263
538;0.21762269060071
539;0.21929157114081538
540;0.21337843988866997
541;0.2419179370275766
542;0.21251911664207257
543;0.2003536848972105
544;0.20824520457554338
545;0.2084481123197469
546;0.2125168372796792
547;0.20276382892506475
548;0.19475316817908592
549;0.19942188911574824
550;0.1987468758913508
551;0.2058473688543675
552;0.20942963278628215
553;0.21014003553065344
554;0.189789652612166
555;0.2065629516969763
556;0.2003654579702848
557;0.19193338434543966
558;0.19157378201449676
559;0.18014198725911157
560;0.19325759144805188
561;0.16869320108134797
562;0.16574875174256623
563;0.1670377904933053
564;0.15962741307906303
565;0.16305431904933435
566;0.15447799302140502
567;0.14865923587217136
568;0.1762584690022121
569;0.18042402695637763
570;0.1564812127179762
571;0.16243018944707707
572;0.14604007370653752
573;0.16016214233169612
574;0.1647010371241708
575;0.1517788682631321
576;0.15790843577398808
577;0.1350846621432503
578;0.13662404610617346
579;0.156429256770546
580;0.13252515328838338
581;0.12812576590090766
582;0.13821905411583357
583;0.1226379309484861
584;0.12822976567591104
585;0.12739643830740643
586;0.13007009701618572
587;0.13173692118928454
588;0.1147882453164182
589;0.12543963839036115
590;0.11182902026005705
591;0.12404690746233027
592;0.10359748925280551
593;0.11593396664231623
594;0.12132440115060365
595;0.11239986808872394
596;0.11613558128679503
597;0.10674357984465374
598;0.10772118172257786
599;0.10010879760797083
600;0.09975872992399833
601;0.10020580935804542
602;0.09926026807959852
603;0.09815245459645447
604;0.07172418587862774
605;0.09003241593782021
606;0.10405932151291845
607;0.0890765963061153
608;0.07124569439864073
609;0.0708731161290869
610;0.07471535261711501
611;0.09417479813010024
612;0.07476674559976927
613;0.07309606977771645
614;0.06135335922102848
615;0.06544995956139502
616;0.06197842728026516
617;0.057742067101059634
618;0.06257187562486584
619;0.05816829134295114
620;0.09236244929853143
621;0.045788808651165074
622;0.05545225024695134
623;0.026247566585471404
624;0.03344006304806054
625;0.04419346401846121
626;0.045921737857903946
627;0.03874181498309316
628;0.047229792550244884
629;0.04397972856676216
630;0.04056334246075519
631;0.02981608686373309
632;0.023393819518346338
633;0.047717888345715956
634;0.03274889085241897
635;0.015694723656705233
636;0.02815359950831212
637;0.029937495328604888
638;0.006856333955511816
639;0.010247884725446719
640;0.008805090443869838
641;0.018055150961374902
642;0.008424374400071209
643;0.01593895959541686
644;0.008721130620316445
645;0.0
646;0.0
647;0.016023904522133384
648;0.0057408256951962
649;0.0
650;0.0
651;0.0
652;0.0
653;0.0
654;0.002334303213576713
655;0.0
656;0.0
657;0.0
658;0.0
659;0.0
660;0.0
661;0.0
662;0.0
663;0.0
664;0.0
665;0.0
666;0.0
667;0.0
668;0.0
669;0.0
670;0.0
671;0.0
672;0.0
673;0.0
674;0.0
675;0.0
676;0.0
677;0.0
678;0.0
679;0.0
680;0.0
681;0.0
682;0.0
683;0.0
684;0.0
685;0.0
686;0.0
687;0.0
688;0.0
689;0.0
690;0.0
691;0.0
692;0.0
693;0.0
694;0.0
695;0.0
696;0.0
697;0.0
698;0.0
699;0.0
700;0.0
701;0.0
702;0.0
703;0.0
704;0.0
705;0.0
706;0.0
707;0.0
708;0.0
709;0.0
710;0.0
711;0.0
712;0.0
713;0.0
714;0.0
715;0.0
716;0.0
717;0.0
718;0.0
719;0.0
720;0.0
721;0.0
722;0.0
723;0.0
724;0.0
725;0.0
726;0.0
727;0.0
728;0.0
729;0.0
730;0.0
731;0.0
732;0.0
733;0.0
734;0.0
735;0.0
736;0.0
737;0.0
738;0.0
739;0.0
740;0.0
741;0.0
742;0.0
743;0.0
744;0.0
745;0.0
746;0.0
747;0.0
748;0.0
749;0.0
750;0.0
751;0.0
752;0.0
753;0.0
754;0.0
755;0.0
756;0.0
757;0.0
758;0.0
759;0.0
760;0.0
761;0.0
762;0.0
763;0.0
764;0.0
765;0.0
766;0.0
767;0.0
