Time,RPS
0,90.60851264710908
1,89.80087476458395
2,89.12571889217617
3,90.20918959566323
4,92.10954926074214
5,91.52261668998034
6,92.96710547369712
7,92.90096688481212
8,94.9687481532223
9,91.96962886604295
10,90.01912861616826
11,91.54273316229181
12,94.15270308972283
13,92.36945048679492
14,91.66174596387921
15,93.75063036376004
16,94.14916816489274
17,94.15396914428675
18,94.47267513500472
19,93.09635838655082
20,95.22256328479371
21,94.55712235403061
22,93.37970593623386
23,94.57035834143663
24,93.80954653473209
25,95.20950699337612
26,96.01851399138341
27,95.73620162953577
28,96.65174067060535
29,97.27904060829498
30,95.96463959836252
31,96.92797328694195
32,96.55248620578544
33,95.69433755113896
34,96.48248799474135
35,97.82650048595566
36,98.34142419121301
37,97.84194164888899
38,99.01918199631905
39,99.0403475110462
40,97.58556563111355
41,97.84586855448067
42,97.86853975834072
43,98.8695354109529
44,98.50722118159294
45,99.7182430343472
46,99.86831043406133
47,99.79188624114927
48,99.50139147834881
49,101.11701600856499
50,101.45461000946764
51,100.06278168889638
52,99.04195521470508
53,98.070848743523
54,100.29210210778596
55,100.00620005105552
56,101.0984191427627
57,101.9681960181442
58,100.15055107123585
59,101.75842063225127
60,103.29246476214847
61,102.21908685586415
62,103.50991065527592
63,102.24295056881016
64,101.82071286413957
65,103.68676439941845
66,101.39148313946721
67,101.6443749235938
68,101.90567402954201
69,102.92794627386034
70,102.70005645838148
71,102.62553910301347
72,102.45399521428668
73,102.59102896170465
74,102.82752130710925
75,104.76817226288536
76,106.84533236223474
77,103.4736717845295
78,106.13525610134408
79,105.67143144775312
80,107.66788891827233
81,105.05432704185401
82,105.76680165852245
83,105.99065149248266
84,106.38406670856021
85,104.72233576073377
86,106.62476731721766
87,106.08425999416568
88,107.08199110856545
89,105.31773598658341
90,105.30840448105408
91,107.06288404118708
92,103.21843007634038
93,106.64064307378702
94,105.76882314367906
95,108.28348835472532
96,107.80593655244837
97,108.51960533455497
98,106.94643395581936
99,107.77826664536795
100,106.4121160898689
101,107.3758721111597
102,107.63346772538766
103,107.10668230525059
104,106.47745270605112
105,106.63148873151802
106,108.12745754246005
107,108.22676468665081
108,107.11023983008796
109,109.06450375757241
110,108.38569755837429
111,106.28334080641349
112,110.19762149586101
113,107.83847670325409
114,108.3068530549914
115,107.43637902335217
116,108.21873819144618
117,109.29419290133967
118,108.5480766109812
119,108.46598124209265
120,108.62339677318293
121,109.89066198034658
122,108.18938774242538
123,108.3664700537704
124,110.56008857453573
125,109.72151462998505
126,109.4767921515443
127,108.73894914950135
128,109.80213230107125
129,109.52206147316492
130,110.17283438404641
131,108.86585420566067
132,107.5547098501354
133,110.84381787948695
134,109.04599301902199
135,109.25354305135379
136,109.31153113408985
137,109.33760532484477
138,111.18842188534997
139,110.04353329463126
140,107.92691246478788
141,110.3245346197037
142,107.11743615716765
143,111.21825919246868
144,111.53184715641184
145,108.04957782836942
146,110.58170828764929
147,110.46275970950676
148,109.95766633895428
149,110.95448705754113
150,108.32042797014513
151,110.76856262700888
152,109.14313149409439
153,110.89722645446548
154,110.04288448131861
155,110.65851812277339
156,108.68203781904579
157,111.0687746630727
158,109.70704133760992
159,110.08331491470267
160,109.66507443716155
161,110.34917727490858
162,110.2693336348974
163,108.54512175128195
164,108.56307283964401
165,111.02855004973495
166,110.24407144057486
167,110.04277320240327
168,108.89896083928227
169,109.93092035330731
170,110.10481013997234
171,108.70136319360023
172,108.53273066023947
173,110.7325370795107
174,110.02058272299396
175,109.20624429651937
176,109.27242271452144
177,109.06891480417808
178,108.0134932679705
179,109.31682727806603
180,109.25437146518047
181,109.20865250919252
182,107.3687062141873
183,108.00280252170643
184,109.27502039013122
185,107.67584489539824
186,108.56945028247281
187,109.42860994744176
188,108.35759564122918
189,107.66669172484514
190,107.31101731718962
191,107.60069531764492
192,108.14589329287465
193,107.18343055158424
194,106.54586272368473
195,107.85699956997844
196,109.29219650093587
197,107.69493719558908
198,108.09084191117758
199,108.1678165980531
200,108.98318701513357
