Time;RPS
0;101.35196897354227
1;102.28524200302907
2;100.85480373716726
3;100.53595750326188
4;102.67982116800397
5;101.38938971238512
6;100.90946010649826
7;103.28152244235743
8;102.16511476766674
9;102.54546028655285
10;101.79769269881248
11;104.37661868446861
12;102.75854203547945
13;104.23249612094303
14;102.9184252844347
15;105.51059894800916
16;104.65132778490256
17;105.85649285387528
18;106.2393856037478
19;106.27580152590004
20;105.14691552669228
21;106.28829305682247
22;105.2108597812888
23;106.83408284960665
24;108.50980880214568
25;107.51943115839684
26;109.47437867241612
27;107.82067737503128
28;109.30636711933296
29;107.27735549422323
30;108.45531076868951
31;108.87145262930646
32;109.76038650132926
33;110.31728187976454
34;110.25345640481844
35;113.18787529057369
36;109.43566968851903
37;111.80095536484707
38;110.89907414527603
39;111.94285304247573
40;113.59316015476007
41;112.16444527502526
42;112.36243534266436
43;112.63064124550412
44;110.9831999559656
45;113.19119421906628
46;113.21692591320777
47;113.91355998175014
48;114.36211013861958
49;114.32424510664632
50;112.65592631249609
51;116.96835182170983
52;114.77384862823207
53;115.04203432549393
54;117.86147259278546
55;117.97037808900167
56;116.34112617259893
57;117.28639291480069
58;117.19715356774351
59;116.49730949338999
60;118.23911475458887
61;116.23336933981024
62;119.262672176416
63;117.7643382452986
64;117.35932663416688
65;119.42402257287972
66;120.71070546924727
67;117.85956121324018
68;119.23307058289159
69;119.57897986805354
70;120.03828478918224
71;120.18079394804707
72;121.08804733363071
73;119.42388328504094
74;120.93635576875288
75;121.06912324532837
76;121.56638123206386
77;122.90668958912607
78;121.58573993414392
79;121.29194217776785
80;123.48440805377524
81;124.06454626781539
82;122.45381916683445
83;122.45230233285136
84;123.73472065870288
85;122.45666636349686
86;123.45103321942871
87;124.26097408616486
88;124.87631033858112
89;122.88324673938207
90;125.20078950847792
91;122.99804629819565
92;123.3707452367538
93;127.22734797046078
94;125.62857415560393
95;123.19212577594978
96;125.24870060498876
97;124.14325371962892
98;125.64272053109956
99;125.49585871953641
100;125.89606018015935
101;126.88719766973091
102;127.46802304234483
103;126.40461890821548
104;126.48437983234045
105;127.29664606730155
106;126.47289740653511
107;125.7518442084096
108;127.35160112961961
109;128.25038623970516
110;128.02465337747344
111;129.63127485380622
112;126.02678497905319
113;128.73282723725487
114;127.67646813472993
115;129.01400334687742
116;128.24049841672155
117;128.16157787380442
118;129.6740736137706
119;127.81788818759368
120;128.52198774601874
121;127.14157015329508
122;128.37185898090183
123;127.87703744007115
124;128.85981927451425
125;127.81964128098278
126;128.06336659537155
127;128.45943471133072
128;128.91948423348845
129;128.62234121281122
130;129.7630823194623
131;128.7491335334363
132;129.0030208384458
133;129.01535706748115
134;128.74544928510642
135;129.5310291856399
136;129.4102119790842
137;129.23546707581698
138;128.60082733977384
139;129.99207353527302
140;129.74119148084776
141;130.21547788238118
142;128.85282257473762
143;129.6409359577068
144;128.89603824797982
145;129.54180494514463
146;130.1497650370658
147;128.06064254742932
148;129.45945434410788
149;129.74153467314042
150;130.0067608612562
151;130.49735198477927
152;132.20477717881235
153;128.85074289738304
154;130.2043948399231
155;129.14076734931425
156;129.23022466168115
157;130.2699599983234
158;131.00250355400738
159;130.0995477771552
160;128.48681152577996
161;129.7272977739248
162;130.414635305345
163;128.66356374855116
164;130.2889322800262
165;129.54834967094695
166;129.23013811170895
167;129.61864272617925
168;130.7665686887578
169;128.31595444314223
170;130.1921416949974
171;129.11330837904654
172;128.02588844813368
173;128.54827527129248
174;130.33820433360012
175;128.56982985806354
176;128.01449547799268
177;129.9825540747519
178;128.66978085318547
179;128.23711435968764
180;125.23897770780351
181;127.47209857061118
182;127.96014468489831
183;127.94989992017432
184;126.78087240587439
185;128.88779440733546
186;127.65734827438759
187;128.24923092655328
188;128.51011530102534
189;126.74222762480969
190;125.0543062768158
191;127.3250070120024
192;127.64810821803492
193;127.55849419937785
194;125.52974430131678
195;126.14724740132992
196;127.11970535822333
197;125.62687784799843
198;125.35122643831383
199;127.4992397898981
200;125.33797258266088
201;125.06747479102295
202;126.13647873063098
203;123.89580983233691
204;126.9205952972012
205;125.17279033798239
206;126.4680062496894
207;124.72373538167241
208;125.7022312489325
209;123.70915443517681
210;123.57358664711056
211;123.56980566138627
212;123.5172581170588
213;123.60394252656354
214;124.28376772633877
215;124.98180054072532
216;122.76136431327183
217;121.43236636499235
218;122.86917982306682
219;123.11481186734679
220;122.12552920822516
221;122.41192741806944
222;122.34603545186661
223;121.26177507065178
224;121.3730575627384
225;121.73611003424097
226;120.33788349181843
227;120.7777893312512
228;120.62694338457644
229;119.14631954354005
230;118.68663635171735
231;119.03719329295768
232;117.78437919237506
233;120.8268462106518
234;120.3619350500351
235;117.24916122436944
236;119.26012238352943
237;118.57058084385305
238;118.72295657884787
239;119.06838478405312
240;118.68272345173303
241;115.94289356615899
242;115.73662516630476
243;117.2170668753583
244;117.57136356754556
245;117.56108283525091
246;116.24091968977231
247;115.8777138171492
248;115.96030547683452
249;114.41402444660557
250;114.71633628218629
251;114.89673457090669
252;113.0875451377878
253;114.94096143363677
254;115.08963962132025
255;113.54854980002278
256;111.95942281769769
257;112.62767670458413
258;112.91324430755908
259;113.32929334347183
260;113.17770538621926
261;112.22476500209707
262;110.75593615333689
263;111.03831246114866
264;111.29483185919418
265;110.04392829325955
266;109.98998988234773
267;108.7622509421455
268;110.73199622384642
269;110.28260036510798
270;108.56254610309048
271;109.38504997062245
272;108.49402463022265
273;107.41789135188415
274;105.69533910735363
275;106.63374137570894
276;105.8294234063182
277;105.73841248156818
278;106.3592491043008
279;105.53796882381229
280;106.62412221303529
281;106.99317632362884
282;106.11099558490892
283;105.13039318468341
284;106.51903106571432
285;104.96846061823186
286;105.11652566922685
287;104.33615841635932
288;103.22044612390071
289;102.6715063937929
290;104.85900723211141
291;102.23741991848266
292;102.79425335278378
293;102.50670654502065
294;102.98929596661463
295;102.9424831045606
296;98.93476061500921
297;100.49201626082885
298;103.18879866021136
299;101.82957839136964
300;99.63171041960922
301;100.83589548058771
302;99.39956072077038
303;99.70697492851006
304;98.3874536569345
305;99.2585031770221
306;97.81873685900271
307;96.8859279678743
308;96.71640126313098
309;97.43423257456728
310;96.83564802298277
311;97.24086203412628
312;97.44784690374202
313;96.36894938055558
314;96.02494222600937
315;95.98931105043059
316;94.84731710166348
317;92.84360795607269
318;94.66986123452097
319;95.55992685150088
320;93.8654902446506
321;93.63247370033382
322;93.4921255524465
323;92.95960649754669
324;90.53992153579506
325;92.54959128417381
326;92.0484791291447
327;89.83300231721331
328;91.92476251552705
329;93.3826654242739
330;89.42939226017975
331;90.0141194723532
332;91.22426225981046
333;91.62855623892132
334;88.12413057986659
335;89.27563171268322
336;88.43028036433041
337;88.17176972785414
338;88.03984136570423
339;86.67717665631268
340;86.84436420178018
341;89.71198202789267
342;85.29658512325454
343;87.18486783565504
344;83.84546906493321
345;84.31246311445443
346;84.95933197697242
347;88.10929011036923
348;85.07647221169071
349;85.6417643192345
350;85.33786889927539
351;84.69833130548096
