Time;RPS
0;0.096979356775041
1;0.0944521839905395
2;0.11068365878374652
3;0.10809787897080499
4;0.11248367602065046
5;0.11221575896597394
6;0.0982842600067645
7;0.12359924092209171
8;0.12678278351682726
9;0.11573437025119439
10;0.13667278310073458
11;0.13381444060368083
12;0.12457778683269613
13;0.1148285311853686
14;0.13596610094532993
15;0.12979333371210017
16;0.11860845728488113
17;0.13496479928124444
18;0.13664493771658645
19;0.14151025214442067
20;0.15708295946209797
21;0.13397357142374694
22;0.14016063177627636
23;0.13320688726489816
24;0.13968700605138684
25;0.14821711359881243
26;0.13469345269898123
27;0.17698840830672136
28;0.15583902454616488
29;0.15620566744598238
30;0.1503087980576624
31;0.17640589592720132
32;0.14824362057415014
33;0.1740076015525518
34;0.18413913602232646
35;0.16164804741541583
36;0.17579587370357427
37;0.18277562045051668
38;0.17803547260336677
39;0.18230648383836415
40;0.18920526703091656
41;0.18539984317279867
42;0.17517263590438814
43;0.16654552670127726
44;0.18767940976794228
45;0.1777870864477063
46;0.18494018975874
47;0.20124181113875883
48;0.20208793327305383
49;0.19731133902782805
50;0.19410332175182884
51;0.21324792135523885
52;0.19547906607509796
53;0.1948281269124519
54;0.22146799923187474
55;0.22293549816863495
56;0.2303985738621616
57;0.2216853087575517
58;0.22486185892089475
59;0.2044055906809544
60;0.2193467133519053
61;0.22041347823609145
62;0.22995640381254992
63;0.22739887407606924
64;0.21836073220743832
65;0.23142871704271695
66;0.23077924413092984
67;0.24233273913038023
68;0.23982692039637718
69;0.24210983836368632
70;0.2508329986665041
71;0.2401122078594966
72;0.23745647805224282
73;0.23639103864343997
74;0.24093850166867312
75;0.25621300854126455
76;0.26026270246958955
77;0.25376093665582666
78;0.2558061084886338
79;0.26475364910341753
80;0.2644711876365925
81;0.26661563307692343
82;0.2469673481729885
83;0.28338834635490645
84;0.2621996090075623
85;0.26537744230392263
86;0.2893821211586961
87;0.29766303191065957
88;0.26784188603262216
89;0.2695006356837872
90;0.2740731926330706
91;0.2766949878075226
92;0.2869266239623145
93;0.2942087106014997
94;0.2737329636776036
95;0.2892927714408973
96;0.2942258781091533
97;0.3057585053709131
98;0.29188048133690025
99;0.2901783401019865
100;0.2968159423552356
101;0.2840438352768927
102;0.31018670090094114
103;0.29869719785022597
104;0.3078466850487027
105;0.3077622104187461
106;0.3070969039515959
107;0.3064854396373436
108;0.31104220912637215
109;0.31678224389571713
110;0.3221982469307577
111;0.3312524637640158
112;0.3222791757487486
113;0.3152197728897989
114;0.3274968352616057
115;0.3221433069017974
116;0.30828863409462387
117;0.3321832351049052
118;0.3258674590601595
119;0.33910512724505204
120;0.32452509892616316
121;0.3504892705214515
122;0.3341026803486862
123;0.363691167543548
124;0.35877156366175517
125;0.33036789757765816
126;0.35983367087800555
127;0.3524513659626955
128;0.3467054731888941
129;0.3617648233443295
130;0.3650108527440373
131;0.349174148389349
132;0.35706500223957127
133;0.34855599984070296
134;0.36464479080168344
135;0.3578762813311148
136;0.3627059563882846
137;0.3617460721404338
138;0.3621251006549451
139;0.35181945550389143
140;0.3749835226960911
141;0.3747544549401069
142;0.35010203381658866
143;0.37189156950991187
144;0.393077100347089
145;0.36483806741404234
146;0.3848609612099423
147;0.3724877717661253
148;0.37502294249230433
149;0.3768368799195652
150;0.38007786741092947
151;0.3890160672202476
152;0.39462661925863
153;0.3815670483289139
154;0.38336749681268817
155;0.3960759929118821
156;0.3989566527781016
157;0.39609699916535307
158;0.3873483649671334
159;0.39500843906067734
160;0.38842549601755005
161;0.40529670137812746
162;0.3907798945222301
163;0.41655514328865095
164;0.411487619081642
165;0.3937445380162263
166;0.4152540354316608
167;0.39246333324634075
168;0.4079747531528975
169;0.4265835775494056
170;0.4257057447912382
171;0.40702532892082516
172;0.4161145815406988
173;0.4193249864989964
174;0.4117147531013405
175;0.4048237066595778
176;0.4237691659732404
177;0.4291276434944418
178;0.4179818056960894
179;0.41508620706422444
180;0.4153070415832605
181;0.43657105044770594
182;0.44267989092373927
183;0.4248985470137789
184;0.43532104496704266
185;0.4420797670582656
186;0.43219828320081555
187;0.4335833053361174
188;0.42045859471667413
189;0.43763515069619824
190;0.438824068138737
191;0.4382827343120516
192;0.4282324376226781
193;0.4367228478529595
194;0.438269181527555
195;0.4519336568408485
196;0.43651120830496737
197;0.42919939604781493
198;0.44627735060826135
199;0.4633346152985792
200;0.4552470782454535
201;0.45682742672938054
202;0.4413114533908356
203;0.4476894664035815
204;0.46359601337634826
205;0.47379152094392596
206;0.4723517854719516
207;0.4428176832274059
208;0.4557026610070725
209;0.45918074547459564
210;0.4587872426906894
211;0.4702357917230582
212;0.46611168478438086
213;0.4635344021010842
214;0.4558954175032745
215;0.46630718518685305
216;0.45978856645134386
217;0.4562686367448001
218;0.4829818400066442
219;0.4575019069967602
220;0.4676645248074532
221;0.46932036989570675
222;0.4779746782261419
223;0.4825209582744169
224;0.4591221658341965
225;0.4862386353435936
226;0.45915502668267877
227;0.4900774347425252
228;0.46823715325433457
229;0.46686705040908294
230;0.47634287848788825
231;0.49166279525958706
232;0.4786268800934011
233;0.4773479565486534
234;0.47611890248464733
235;0.4655018153762876
236;0.489984287839178
237;0.4620877457894553
238;0.4662846884203432
239;0.48287624443345906
240;0.4827338103087861
241;0.49615540009080084
242;0.47720940641965925
243;0.4833824290893596
244;0.48007805852076146
245;0.504275978079241
246;0.48354832424072497
247;0.5004894834652807
248;0.4948768577105028
249;0.490987121499515
250;0.4851263705195998
251;0.49021185547189305
252;0.48540786355327714
253;0.4900778776331747
254;0.4949058765042589
255;0.4849045149476428
256;0.49595434635781194
257;0.4903846327354432
258;0.4655407238356337
259;0.47087146824192466
260;0.4880643849668273
261;0.5127518711864859
262;0.4724496020991954
263;0.4843860026362743
264;0.47245461478859113
265;0.4848568455717682
266;0.4931884367925617
267;0.48065439503243457
268;0.49476246630468346
269;0.5078064996644237
270;0.5060993718377834
271;0.5096955263263632
272;0.4924060387551519
273;0.5114644008252527
274;0.5066233130244813
275;0.5007240246398951
276;0.4998349013716529
277;0.4995744345017388
278;0.4973768099769756
279;0.5050832728704183
280;0.4873105884643606
281;0.5012847085817687
282;0.49048715939524234
283;0.4953162104219704
284;0.5088394875588628
285;0.4903640886930259
286;0.4932057965142627
287;0.5010661111000737
288;0.4984895537042748
289;0.49241412718985633
290;0.496362146211755
291;0.4840565445404253
292;0.5045772056283299
293;0.49917538391465294
294;0.5143056966671595
295;0.5053016367336104
296;0.4911963713505189
297;0.48986896339053965
298;0.4918389110127741
299;0.5132034942482083
300;0.514693387078276
301;0.4897980917603634
302;0.4873110848114035
303;0.5037742513282479
304;0.48840216695223804
305;0.5293335669615378
306;0.4984805396935879
307;0.4939196964411971
308;0.4946153291908908
309;0.5007061764119878
310;0.5079195733153882
311;0.49810749470893045
312;0.4982545103992882
313;0.5084842431863382
314;0.48593474980091167
315;0.5074479383331758
316;0.500745475484373
317;0.495983641723803
318;0.5173093383604309
319;0.5060863683437979
320;0.5053698946737739
321;0.4894942663577933
322;0.507025307570965
323;0.5071884057540721
324;0.5084115669528869
325;0.49630226904831676
326;0.5066758266686864
327;0.48486055922900484
328;0.49783718513200964
329;0.4986524350349767
330;0.48781491796591764
331;0.4928393264115267
332;0.4993634523909827
333;0.4945856606381299
334;0.48852735268970393
335;0.4877352167805302
336;0.49382929988713076
337;0.5051102945517267
338;0.4952438585274818
339;0.48040040482021723
340;0.47727762669492674
341;0.503917689550854
342;0.4719596068094243
343;0.4941741006662082
344;0.4923069208392086
345;0.499090966581648
346;0.47868367045827276
347;0.48467693076098883
348;0.5062801786195091
349;0.4999477655139459
350;0.493441753598546
351;0.5061347056643462
352;0.48029415381689594
353;0.4756066952569182
354;0.49203058919593573
355;0.47739711919712946
356;0.4944734515456174
357;0.49295799935856743
358;0.4852404054755798
359;0.48885249120565255
360;0.4851534320797207
361;0.4679373479265656
362;0.48575742590214727
363;0.48169045990893156
364;0.4640144904241297
365;0.4800825167729702
366;0.4811677073992881
367;0.46577062318537477
368;0.4605849229231308
369;0.47036331968592776
370;0.47419232371805864
371;0.47275246850160246
372;0.47013578287504265
373;0.47567787979415604
