timestamp,function,workload,pressure,queue_length,utilization,n_instances,action
2025-05-12 14:44:17,grep,None,None,None,0.0,0,1
2025-05-12 14:44:24,grep,None,None,None,0.0001087179487179487,1,1
2025-05-12 14:44:30,grep,None,None,None,9.718670076726343e-05,1,1
2025-05-12 14:44:36,grep,None,None,None,9.460154241645244e-05,1,1
2025-05-12 14:44:42,grep,None,None,None,0.09708235294117645,1,1
2025-05-12 14:44:48,grep,None,None,None,0.09846138107416881,1,1
2025-05-12 14:44:54,grep,0.31171366006060947,2.35045205,0.954090647910224,0.09595532994923857,1,1
2025-05-12 14:45:00,grep,0.31171366006060947,2.35045205,0.954090647910224,0.09768934010152285,1,1
2025-05-12 14:45:06,grep,0.4810922225856678,2.3464890130000002,0.9525621331562513,0.10070816326530613,1,1
2025-05-12 14:45:12,grep,0.4810922225856678,2.3464890130000002,0.9525621331562513,0.09582461538461538,1,1
2025-05-12 14:45:18,grep,0.4810922225856678,2.3464890130000002,0.9525621331562513,0.0944041237113402,1,1
2025-05-12 14:45:24,grep,0.5333333333333333,2.249253346,1.043098988464263,0.09127837150127227,1,1
2025-05-12 14:45:30,grep,0.5333333333333333,2.249253346,1.043098988464263,0.09158766066838046,1,1
2025-05-12 14:45:36,grep,0.5333333333333333,2.297251984,0.9198933581038877,0.09280206185567011,1,1
2025-05-12 14:45:42,grep,0.5333333333333333,2.297251984,0.9198933581038877,0.09977902813299233,1,1
2025-05-12 14:45:48,grep,0.5333333333333333,2.297251984,0.9198933581038877,0.09027897435897436,1,1
2025-05-12 14:45:54,grep,0.5333333333333333,2.196466414,1.001904584545799,0.09311304347826085,1,1
2025-05-12 14:46:00,grep,0.5333333333333333,2.196466414,1.001904584545799,0.10403897435897436,1,1
2025-05-12 14:46:06,grep,0.5333333333333333,2.191164448,0.9978280470421448,0.10463427109974424,1,1
2025-05-12 14:46:12,grep,0.5333333333333333,2.191164448,0.9978280470421448,0.09210769230769231,1,1
2025-05-12 14:46:18,grep,0.5333333333333333,2.191164448,0.9978280470421448,0.10177275064267352,1,1
2025-05-12 14:46:24,grep,0.9166666666666666,2.000169098,1.0005484580029944,0.09712690355329949,1,1
2025-05-12 14:46:30,grep,0.9166666666666666,2.000169098,1.0005484580029944,0.09628717948717949,1,1
2025-05-12 14:46:36,grep,0.9166666666666666,2.146913327,0.9533210383960139,0.1034046511627907,1,1
2025-05-12 14:46:42,grep,0.9166666666666666,2.146913327,0.9533210383960139,0.10184757033248083,1,1
